From Date,PM2.5,PM10,NO,NO2,SO2,CO,Ozone,RH,WS,WD,HOUR,MONTH
2021-07-01 07:00:00,20.26,44.32,1.72,13.26,11.06,1.0,15.25,81.86,0.12,260.26,7,7
2021-07-01 08:00:00,18.91,41.58,1.94,12.49,9.87,1.0,24.5,76.91,0.13,246.58,8,7
2021-07-01 09:00:00,16.5,36.05,2.44,15.66,8.89,1.0,24.5,72.94,0.11,252.68,9,7
2021-07-01 10:00:00,17.43,37.44,2.12,14.31,9.96,0.5,14.25,77.34,0.07,179.67,10,7
2021-07-01 11:00:00,18.81,40.74,2.39,13.66,8.88,1.0,15.25,72.9,0.13,242.59,11,7
2021-07-01 12:00:00,21.37,45.5,1.94,15.1,8.67,1.0,17.75,68.41,0.12,214.56,12,7
2021-07-01 13:00:00,22.57,49.06,1.77,10.58,11.78,0.0,17.0,67.49,0.17,239.45,13,7
2021-07-01 14:00:00,17.29,38.14,3.1,12.04,7.78,0.25,17.75,67.23,0.24,237.15,14,7
2021-07-01 15:00:00,20.43,43.3,3.76,15.77,9.5,1.0,23.0,69.08,0.29,253.68,15,7
2021-07-01 16:00:00,24.71,52.31,4.78,48.85,10.01,1.0,20.25,70.29,0.2,253.41,16,7
2021-07-01 17:00:00,26.5,55.88,3.61,24.18,6.62,1.0,22.5,70.26,0.11,286.1,17,7
2021-07-01 18:00:00,30.88,64.02,2.98,18.29,5.02,1.0,28.25,72.47,0.07,245.57,18,7
2021-07-01 19:00:00,30.33,64.49,9.344242424242424,18.326060606060604,5.95,1.0,21.0,74.35,0.06,173.6,19,7
2021-07-01 20:00:00,27.15,57.78,14.273939393939393,17.586666666666666,6.12,1.0,18.75,75.57,0.05,219.05,20,7
2021-07-01 21:00:00,29.04,60.94,15.162727272727272,17.335151515151512,5.05,1.0,23.5,85.96,0.07,60.22,21,7
2021-07-01 22:00:00,23.8,49.61,11.046060606060605,16.62212121212121,7.6,1.0,24.0,83.87,0.06,43.95,22,7
2021-07-01 23:00:00,19.17,40.47,8.323030303030302,16.003636363636364,3.28,0.54,9.67,81.22,0.07,108.48,23,7
2021-07-02 00:00:00,21.68,46.36,9.086969696969698,15.010303030303032,2.44,0.57,12.25,78.8,0.06,212.44,0,7
2021-07-02 01:00:00,23.22,48.2,4.7646875,13.773125,2.96,0.57,14.0,79.78,0.08,297.51,1,7
2021-07-02 02:00:00,32.45,64.15,3.6948484848484853,13.163939393939394,2.79,0.51,14.25,79.63,0.08,221.2,2,7
2021-07-02 03:00:00,21.5,44.07,3.3248484848484847,12.786666666666665,2.29,0.57,15.5,79.3,0.15,263.33,3,7
2021-07-02 04:00:00,19.05,39.39,3.53375,12.139375,2.17,0.57,15.75,79.67,0.14,244.77,4,7
2021-07-02 05:00:00,17.56,36.68,4.0125,12.669375,2.83,0.51,14.25,82.89,0.11,240.47,5,7
2021-07-02 06:00:00,23.22,48.04,8.5490625,13.6175,1.97,0.61,13.0,84.56,0.11,242.26,6,7
2021-07-02 07:00:00,20.36,43.09,11.2775,14.599375,2.55,0.65,13.75,88.17,0.12,286.37,7,7
2021-07-02 08:00:00,23.46,50.19,9.456129032258064,14.991935483870968,2.67,0.57,16.0,79.27,0.14,281.26,8,7
2021-07-02 09:00:00,32.59,68.04,11.225172413793102,15.703103448275861,2.02,0.58,16.0,74.53,0.32,265.4,9,7
2021-07-02 10:00:00,28.43,60.74,5.78,6.01,2.08,0.65,19.75,70.76,0.34,267.46,10,7
2021-07-02 11:00:00,30.34,64.19,4.26,13.3,1.82,0.57,17.75,70.55,0.35,252.96,11,7
2021-07-02 12:00:00,29.91,62.12,2.97,9.2,2.03,0.54,15.25,67.56,0.4,257.69,12,7
2021-07-02 13:00:00,30.73,61.77,3.02,6.67,2.38,0.61,19.5,64.3,0.29,254.88,13,7
2021-07-02 14:00:00,31.24,62.28,2.86,8.96,3.67,0.6,17.0,64.75,0.28,267.9,14,7
2021-07-02 15:00:00,27.71,55.52,2.4,8.0,2.47,0.55,13.0,66.01,0.32,248.75,15,7
2021-07-02 16:00:00,19.02,38.44,3.24,7.39,2.14,0.6,14.5,68.09,0.25,269.29,16,7
2021-07-02 17:00:00,22.99,45.8,2.32,11.39,2.8,0.62,16.0,69.19,0.1,198.24,17,7
2021-07-02 18:00:00,26.67,53.27,4.28,9.1,2.92,0.54,13.25,70.6,0.14,251.96,18,7
2021-07-02 19:00:00,34.91,69.55,3.04,9.8,2.28,0.63,14.75,73.35,0.05,167.56,19,7
2021-07-02 20:00:00,43.92,85.91,4.81,12.46,1.51,0.68,14.0,75.38,0.05,283.16,20,7
2021-07-02 21:00:00,29.93,59.02,3.88,12.38,2.04,0.61,14.75,76.22,0.04,205.15,21,7
2021-07-02 22:00:00,35.95,71.0,3.12,9.7,0.98,0.65,14.0,77.47,0.04,186.82,22,7
2021-07-02 23:00:00,31.02,61.07,3.36,9.16,1.45,0.64,17.0,77.4,0.06,270.63,23,7
2021-07-03 00:00:00,21.22,41.2,4.04,11.69,7.17,1.0,34.5,78.03,0.13,162.29,0,7
2021-07-03 01:00:00,20.1,38.96,2.94,8.25,7.2,0.5,34.25,78.42,0.1,256.54,1,7
2021-07-03 02:00:00,23.63,45.73,2.58,6.85,6.22,1.0,44.5,79.56,0.1,297.06,2,7
2021-07-03 03:00:00,17.33,33.84,1.65,8.84,8.45,0.75,37.5,83.09,0.05,189.86,3,7
2021-07-03 04:00:00,13.43,26.52,3.34,7.64,7.42,0.5,30.5,85.9,0.04,127.61,4,7
2021-07-03 05:00:00,17.25,33.68,1.48,7.72,7.2,1.0,32.5,81.85,0.04,222.77,5,7
2021-07-03 06:00:00,16.84,33.48,3.79,10.53,8.04,1.0,32.0,80.96,0.05,189.6,6,7
2021-07-03 07:00:00,16.39,32.54,1.94,10.43,10.52,1.0,30.25,79.03,0.08,199.76,7,7
2021-07-03 08:00:00,20.77,40.61,6.3,7.53,8.18,1.0,33.0,73.49,0.14,276.61,8,7
2021-07-03 09:00:00,23.98,47.13,8.73,8.75,8.33,1.0,35.25,70.38,0.23,260.43,9,7
2021-07-03 10:00:00,21.6,43.05,6.13,8.63,9.55,0.5,32.0,66.48,0.17,269.64,10,7
2021-07-03 11:00:00,24.55,49.32,11.52,7.71,8.96,0.75,34.5,66.27,0.15,242.71,11,7
2021-07-03 12:00:00,26.9,54.33,10.97,8.9,6.46,1.0,32.5,64.6,0.11,192.31,12,7
2021-07-03 13:00:00,25.02,50.52,3.1,9.39,7.15,0.25,30.5,65.27,0.24,249.08,13,7
2021-07-03 14:00:00,27.35,54.23,5.12,8.66,6.86,0.25,28.0,64.54,0.12,226.79,14,7
2021-07-03 15:00:00,37.34,72.68,9.27,6.97,6.05,1.0,33.25,66.33,0.12,262.26,15,7
2021-07-03 16:00:00,31.89,63.09,6.32,8.85,3.06,0.5,30.5,68.25,0.1,244.81,16,7
2021-07-03 17:00:00,29.45,58.91,10.55,9.71,4.33,0.5,26.0,70.06,0.09,243.95,17,7
2021-07-03 18:00:00,35.22,69.74,5.99,8.64,3.69,1.0,34.5,71.89,0.1,187.93,18,7
2021-07-03 19:00:00,33.34,66.81,5.1,11.06,3.83,1.0,33.5,73.95,0.03,119.56,19,7
2021-07-03 20:00:00,30.58,61.56,4.01,10.98,3.97,1.0,29.5,74.48,0.03,141.32,20,7
2021-07-03 21:00:00,39.34,78.12,3.44,10.88,2.85,1.0,36.25,75.93,0.02,232.62,21,7
2021-07-03 22:00:00,70.91,141.1,3.68,11.77,2.11,1.0,37.5,75.89,0.02,72.56,22,7
2021-07-03 23:00:00,52.0,101.48,2.92,10.2,4.25,0.33,32.33,76.91,0.04,203.61,23,7
2021-07-04 00:00:00,47.72,97.52,1.82,15.14,3.48,1.0,38.25,79.44,0.03,156.63,0,7
2021-07-04 01:00:00,35.14,72.56,1.06,17.38,2.92,1.0,43.5,82.12,0.06,79.48,1,7
2021-07-04 02:00:00,29.39,60.23,0.81,16.12,7.13,0.25,34.75,80.12,0.05,95.28,2,7
2021-07-04 03:00:00,34.51,71.09,1.73,13.69,5.46,0.75,34.25,80.38,0.06,78.13,3,7
2021-07-04 04:00:00,33.73,69.79,0.78,16.77,3.43,1.0,31.5,82.12,0.09,86.58,4,7
2021-07-04 05:00:00,31.61,65.59,1.87,19.41,4.96,0.75,27.5,88.61,0.09,68.53,5,7
2021-07-04 06:00:00,26.7,55.71,4.81,18.29,5.33,1.0,25.75,87.98,0.08,61.98,6,7
2021-07-04 07:00:00,14.31,29.5,12.29,18.6,5.82,1.0,29.0,84.93,0.15,74.69,7,7
2021-07-04 08:00:00,14.48,29.84,9.68,27.67,6.52,1.0,27.25,83.17,0.07,130.21,8,7
2021-07-04 09:00:00,25.93,52.53,5.13,17.05,8.99,1.0,29.0,73.49,0.12,124.47,9,7
2021-07-04 10:00:00,35.38,70.79,4.63,12.52,8.36,1.0,43.0,64.42,0.06,235.19,10,7
2021-07-04 11:00:00,35.4,70.63,5.14,25.33,9.27,1.0,44.0,62.06,0.12,148.43,11,7
2021-07-04 12:00:00,26.46,53.05,4.53,20.68,9.06,0.75,36.75,61.79,0.15,199.59,12,7
2021-07-04 13:00:00,25.9,51.07,4.16,12.84,7.52,1.0,43.5,64.43,0.09,219.63,13,7
2021-07-04 14:00:00,23.73,46.34,3.05,14.92,5.26,1.0,41.25,62.67,0.06,264.43,14,7
2021-07-04 15:00:00,21.81,43.9,2.92,18.43,6.64,0.0,36.25,64.39,0.12,105.74,15,7
2021-07-04 16:00:00,18.71,37.74,4.83,19.59,4.79,1.0,41.25,66.36,0.11,198.48,16,7
2021-07-04 17:00:00,21.26,42.44,5.95,19.86,6.22,1.0,39.25,69.04,0.09,147.62,17,7
2021-07-04 18:00:00,31.68,64.42,3.11,22.25,4.63,1.0,34.0,72.0,0.07,115.17,18,7
2021-07-04 19:00:00,31.75,64.76,2.07,20.75,4.29,1.0,31.75,73.05,0.04,60.64,19,7
2021-07-04 20:00:00,42.06,84.6,2.92,22.41,5.66,1.0,37.0,74.56,0.05,47.69,20,7
2021-07-04 21:00:00,30.81,61.84,2.15,23.22,8.26,1.0,32.25,74.91,0.06,84.09,21,7
2021-07-04 22:00:00,29.11,58.82,2.13,22.08,8.51,1.0,30.75,75.37,0.07,77.59,22,7
2021-07-04 23:00:00,41.16,84.54,2.74,11.14,3.04,1.0,16.67,76.09,0.06,66.96,23,7
2021-07-05 00:00:00,68.97,142.34,5.37,11.91,3.71,0.59,16.5,77.41,0.09,70.17,0,7
2021-07-05 01:00:00,30.29,63.34,2.71,10.53,3.7,0.49,15.25,78.56,0.08,131.52,1,7
2021-07-05 02:00:00,30.22,62.46,5.87,9.44,3.09,0.53,15.75,79.26,0.07,124.81,2,7
2021-07-05 03:00:00,23.52,48.55,3.46,8.59,3.12,0.53,17.25,79.81,0.08,75.6,3,7
2021-07-05 04:00:00,25.11,52.8,3.95,9.1,2.79,0.45,16.0,80.23,0.1,85.81,4,7
2021-07-05 05:00:00,41.0,86.19,9.41,8.72,3.01,0.54,15.75,81.74,0.09,79.38,5,7
2021-07-05 06:00:00,35.88,75.53,14.98,12.32,2.43,0.66,15.0,84.15,0.11,78.14,6,7
2021-07-05 07:00:00,25.67,55.72,30.64,12.5,2.78,0.69,12.75,83.25,0.12,78.61,7,7
2021-07-05 08:00:00,32.06,68.33,23.25,10.3,2.38,0.69,15.75,75.54,0.19,87.19,8,7
2021-07-05 09:00:00,37.31,78.85,24.88,14.16,1.85,0.78,19.25,69.52,0.26,93.48,9,7
2021-07-05 10:00:00,34.66,72.51,19.18,16.19,2.6,0.64,18.0,65.4,0.22,81.06,10,7
2021-07-05 11:00:00,36.36,77.41,15.1,15.98,1.61,0.64,14.75,63.77,0.14,110.9,11,7
2021-07-05 12:00:00,42.49,89.47,7.33,12.71,1.51,0.67,15.5,64.72,0.16,190.95,12,7
2021-07-05 13:00:00,40.73,85.8,13.8,12.17,1.09,0.64,10.5,62.55,0.16,116.53,13,7
2021-07-05 14:00:00,36.47,77.42,11.36,10.37,1.14,0.54,9.5,60.8,0.17,159.68,14,7
2021-07-05 15:00:00,37.86,78.91,13.48,10.84,1.39,0.63,11.25,60.63,0.27,108.03,15,7
2021-07-05 16:00:00,43.16,88.56,17.36,13.06,2.32,0.62,14.75,61.54,0.25,99.64,16,7
2021-07-05 17:00:00,39.08,81.24,16.99,13.65,1.31,0.51,13.25,65.73,0.23,110.6,17,7
2021-07-05 18:00:00,42.13,88.05,17.12,12.55,1.12,0.66,13.25,70.84,0.21,107.21,18,7
2021-07-05 19:00:00,57.9,120.71,18.83,15.8,1.71,0.78,14.0,73.49,0.12,95.31,19,7
2021-07-05 20:00:00,44.35,93.55,13.38,13.9,2.51,0.66,13.75,74.78,0.08,83.55,20,7
2021-07-05 21:00:00,43.35,90.83,17.0,15.18,1.09,0.75,13.5,75.12,0.08,69.18,21,7
2021-07-05 22:00:00,47.12,99.03,10.28,13.68,1.43,0.71,15.5,73.99,0.07,70.52,22,7
2021-07-05 23:00:00,35.81,75.26,4.58,14.57,5.96,0.67,26.33,74.85,0.08,68.82,23,7
2021-07-06 00:00:00,39.76,82.78,3.33,10.72,2.47,1.0,32.25,75.59,0.11,69.35,0,7
2021-07-06 01:00:00,34.63,73.23,2.08,10.88,2.39,1.0,42.25,76.7,0.09,70.12,1,7
2021-07-06 02:00:00,24.33,51.23,2.39,9.85,1.51,1.0,39.75,78.5,0.1,55.14,2,7
2021-07-06 03:00:00,27.69,59.36,2.46,9.01,1.68,1.0,37.5,79.38,0.09,66.12,3,7
2021-07-06 04:00:00,25.38,54.08,5.7,10.04,1.19,1.0,32.5,88.18,0.1,74.5,4,7
2021-07-06 05:00:00,20.23,42.65,7.2,14.26,1.11,1.0,29.5,90.88,0.09,68.53,5,7
2021-07-06 06:00:00,25.71,55.13,19.43,8.8,2.56,1.0,25.75,91.43,0.09,73.35,6,7
2021-07-06 07:00:00,27.18,59.75,17.15,8.14,2.19,1.0,28.75,86.78,0.12,76.62,7,7
2021-07-06 08:00:00,36.5,77.12,24.51,17.43,2.61,1.0,29.75,83.42,0.1,65.15,8,7
2021-07-06 09:00:00,32.73,69.92,18.09,10.86,2.86,1.0,31.75,82.89,0.08,58.3,9,7
2021-07-06 10:00:00,34.28,73.59,10.33,9.04,3.87,1.0,44.25,71.48,0.11,65.5,10,7
2021-07-06 11:00:00,46.06,98.77,7.92,10.83,4.22,1.0,42.0,71.78,0.1,191.15,11,7
2021-07-06 12:00:00,41.26,88.16,16.88,16.12,3.51,1.0,33.0,74.44,0.23,94.3,12,7
2021-07-06 13:00:00,40.2,85.13,23.32,13.57,3.43,1.0,35.0,87.01,0.17,83.04,13,7
2021-07-06 14:00:00,37.07,77.76,17.46,13.46,2.99,1.0,38.0,74.35,0.12,93.41,14,7
2021-07-06 15:00:00,41.03,86.56,10.73,17.52,3.72,1.0,34.0,66.71,0.18,107.73,15,7
2021-07-06 16:00:00,38.61,83.56,8.27,11.28,3.29,1.0,33.0,67.56,0.18,100.62,16,7
2021-07-06 17:00:00,43.16,93.5,11.31,11.55,2.95,1.0,33.5,69.93,0.21,112.13,17,7
2021-07-06 18:00:00,37.93,80.7,13.2,24.59,3.53,1.0,34.25,71.86,0.18,85.08,18,7
2021-07-06 19:00:00,39.36,83.2,13.96,14.09,2.02,1.0,27.25,73.15,0.11,96.89,19,7
2021-07-06 20:00:00,45.73,97.81,18.28,11.88,1.92,1.0,34.25,74.73,0.1,79.43,20,7
2021-07-06 21:00:00,40.44,85.98,16.37,20.38,1.58,1.0,32.5,76.14,0.08,61.99,21,7
2021-07-06 22:00:00,34.74,73.02,14.34,14.62,2.13,1.0,27.75,78.3,0.09,70.78,22,7
2021-07-06 23:00:00,41.6,87.6,13.55,22.4,4.9,1.0,31.0,80.17,0.09,77.45,23,7
2021-07-07 00:00:00,34.92,74.7,1.56,16.65,4.7,1.0,36.5,81.89,0.09,76.87,0,7
2021-07-07 01:00:00,32.27,68.54,2.48,13.06,7.03,1.0,30.75,81.88,0.09,76.98,1,7
2021-07-07 02:00:00,31.51,66.32,3.0,10.06,9.01,1.0,30.5,82.53,0.09,77.22,2,7
2021-07-07 03:00:00,29.37,61.98,4.4,15.74,4.3,1.0,29.75,84.08,0.09,76.41,3,7
2021-07-07 04:00:00,33.17,71.13,10.04,12.86,8.01,1.0,27.25,85.13,0.09,76.66,4,7
2021-07-07 05:00:00,32.54,69.92,12.71,8.94,8.98,1.0,29.5,84.67,0.09,75.45,5,7
2021-07-07 06:00:00,31.23,66.98,15.53,13.13,11.01,1.0,32.0,85.16,0.09,75.58,6,7
2021-07-07 07:00:00,37.46,81.12,31.5,11.81,10.92,1.0,30.75,76.06,0.09,76.02,7,7
2021-07-07 08:00:00,41.71,89.75,16.93,6.81,12.15,1.0,33.25,71.58,0.09,85.2,8,7
2021-07-07 09:00:00,39.67,84.97,21.11,9.02,10.71,1.0,41.25,71.75,0.19,90.55,9,7
2021-07-07 10:00:00,33.75,71.63,19.61,25.31,7.51,1.0,34.75,83.79,0.1,95.58,10,7
2021-07-07 11:00:00,36.6,76.54,8.75,27.29,5.66,0.96,43.0,72.24,0.24,96.99,11,7
2021-07-07 12:00:00,56.96,119.4,8.57,7.61,5.56,1.0,50.75,63.11,0.22,106.92,12,7
2021-07-07 13:00:00,46.95,99.65,6.77,12.78,9.87,1.0,43.75,60.26,0.18,118.45,13,7
2021-07-07 14:00:00,38.01,81.05,9.26,21.05,9.71,1.0,34.0,59.29,0.22,109.4,14,7
2021-07-07 15:00:00,35.45,74.61,8.25,10.04,10.78,1.0,36.5,64.56,0.24,106.7,15,7
2021-07-07 16:00:00,36.91,78.41,10.24,11.84,7.64,1.0,35.25,63.02,0.27,106.26,16,7
2021-07-07 17:00:00,37.09,78.59,9.25,11.36,7.54,1.0,29.75,67.33,0.24,109.99,17,7
2021-07-07 18:00:00,41.12,87.27,10.91,11.38,5.69,0.96,33.67,73.0,0.19,108.72,18,7
2021-07-07 19:00:00,45.47,95.62,13.6,15.77,6.69,1.0,34.0,72.41,0.1,83.14,19,7
2021-07-07 20:00:00,36.39,75.99,14.77,14.41,7.2,1.0,30.5,72.54,0.11,83.91,20,7
2021-07-07 21:00:00,48.67,102.08,3.14,13.05,6.1,1.0,36.5,74.9,0.05,131.71,21,7
2021-07-07 22:00:00,44.3,94.25,4.87,12.34,3.94,1.0,41.25,75.76,0.07,45.13,22,7
2021-07-07 23:00:00,31.63,67.02,7.55,17.32,7.05,1.0,35.33,75.58,0.09,82.27,23,7
2021-07-08 00:00:00,36.81,77.12,1.02,9.73,2.45,0.67,20.25,76.45,0.06,116.66,0,7
2021-07-08 01:00:00,40.18,84.82,1.55,8.49,1.75,0.68,25.0,76.03,0.04,143.27,1,7
2021-07-08 02:00:00,31.15,65.64,2.41,11.73,2.95,0.59,22.25,77.09,0.06,259.92,2,7
2021-07-08 03:00:00,29.1,60.82,2.12,7.13,3.08,0.57,19.5,78.95,0.07,67.9,3,7
2021-07-08 04:00:00,25.26,52.02,3.3,8.22,2.36,0.68,17.5,91.39,0.09,74.69,4,7
2021-07-08 05:00:00,20.27,41.62,4.89,11.15,1.43,0.63,17.5,89.11,0.12,85.81,5,7
2021-07-08 06:00:00,17.23,35.44,25.64,8.7,2.79,0.75,15.25,95.8,0.09,75.82,6,7
2021-07-08 07:00:00,25.3,52.97,19.57,9.86,1.75,0.81,17.0,93.76,0.09,74.41,7,7
2021-07-08 08:00:00,19.16,40.59,19.43,12.44,1.85,0.87,18.0,90.12,0.08,74.93,8,7
2021-07-08 09:00:00,15.5,32.98,7.85,12.61,3.54,0.66,16.5,94.97,0.12,201.26,9,7
2021-07-08 10:00:00,16.05,33.4,11.3,9.52,3.64,0.75,16.75,94.56,0.08,175.59,10,7
2021-07-08 11:00:00,20.73,43.05,8.77,15.74,3.39,0.81,13.75,81.57,0.11,170.64,11,7
2021-07-08 12:00:00,20.39,43.14,7.32,14.01,3.22,0.69,10.75,77.85,0.11,173.3,12,7
2021-07-08 13:00:00,20.87,45.66,4.24,10.68,2.94,0.67,13.25,84.77,0.09,166.51,13,7
2021-07-08 14:00:00,20.13,42.87,21.61,13.04,2.6,0.96,10.25,89.05,0.12,85.03,14,7
2021-07-08 15:00:00,28.07,58.77,30.77,22.82,1.9,1.05,8.5,92.71,0.09,75.6,15,7
2021-07-08 16:00:00,38.65,79.84,29.33,9.29,2.65,0.92,8.0,92.86,0.1,87.17,16,7
2021-07-08 17:00:00,31.45,65.64,34.0,9.0,2.95,1.11,12.75,88.95,0.09,87.93,17,7
2021-07-08 18:00:00,27.39,58.78,12.0,21.19,4.33,0.86,17.5,86.33,0.06,105.61,18,7
2021-07-08 19:00:00,32.63,70.38,7.15,14.03,4.57,0.82,15.5,87.17,0.07,83.98,19,7
2021-07-08 20:00:00,31.76,67.15,9.64,12.2,3.86,0.91,18.0,89.67,0.09,173.7,20,7
2021-07-08 21:00:00,20.67,43.63,23.59,16.23,4.42,1.0,18.5,90.01,0.08,145.17,21,7
2021-07-08 22:00:00,24.54,51.25,27.12,13.08,4.61,0.98,14.5,87.12,0.08,74.52,22,7
2021-07-08 23:00:00,29.99,61.62,16.53,15.02,4.29,0.86,16.0,86.5,0.08,74.04,23,7
2021-07-09 00:00:00,29.55,60.42,14.56,15.48,4.29,0.83,16.75,90.25,0.07,96.3,0,7
2021-07-09 01:00:00,19.5,40.91,11.18,15.28,4.87,0.74,14.5,91.2,0.06,150.55,1,7
2021-07-09 02:00:00,20.41,42.32,5.0,14.16,4.87,0.77,15.5,92.77,0.05,160.57,2,7
2021-07-09 03:00:00,16.89,35.26,3.48,12.61,4.59,0.67,19.0,98.31,0.11,119.84,3,7
2021-07-09 04:00:00,11.76,24.22,1.25,11.81,4.52,0.59,16.25,99.14,0.06,182.77,4,7
2021-07-09 05:00:00,15.13,30.8,2.04,9.65,3.64,0.63,17.25,99.41,0.06,103.76,5,7
2021-07-09 06:00:00,16.68,36.13,2.99,14.27,3.93,0.78,22.75,99.54,0.08,100.69,6,7
2021-07-09 07:00:00,22.58,45.72,8.08,12.45,2.5,0.73,16.75,99.64,0.06,129.5,7,7
2021-07-09 08:00:00,20.09,41.63,13.67,12.3,3.5,0.73,16.5,98.5,0.06,140.74,8,7
2021-07-09 09:00:00,20.71,42.83,28.83,12.71,3.94,0.9,17.75,91.07,0.09,213.15,9,7
2021-07-09 10:00:00,21.06,44.29,17.21,16.46,4.41,0.81,17.25,86.99,0.04,195.98,10,7
2021-07-09 11:00:00,21.16,43.52,20.04,15.63,4.35,0.8,15.0,82.49,0.1,184.86,11,7
2021-07-09 12:00:00,31.25,64.53,15.21,12.05,3.55,0.81,18.5,74.22,0.08,147.25,12,7
2021-07-09 13:00:00,31.67,65.88,5.58,17.59,3.47,0.76,26.0,72.52,0.08,196.27,13,7
2021-07-09 14:00:00,20.39,42.86,2.66,19.34,3.59,0.69,33.25,72.44,0.06,233.13,14,7
2021-07-09 15:00:00,23.36,49.64,2.45,12.75,3.97,0.75,32.5,75.75,0.08,193.66,15,7
2021-07-09 16:00:00,46.31,95.01,5.02,15.68,3.33,0.75,26.0,74.31,0.07,134.2,16,7
2021-07-09 17:00:00,49.34,101.66,10.22,20.43,5.08,0.72,19.5,74.89,0.07,78.84,17,7
2021-07-09 18:00:00,34.05,71.92,11.02,16.55,4.22,0.81,18.25,77.43,0.1,88.85,18,7
2021-07-09 19:00:00,27.76,58.21,17.91,16.1,4.38,0.91,17.5,79.94,0.1,75.99,19,7
2021-07-09 20:00:00,33.74,69.19,17.33,16.92,4.04,0.88,15.0,81.28,0.1,90.81,20,7
2021-07-09 21:00:00,31.44,63.38,9.95,13.93,3.65,0.77,15.25,81.81,0.08,82.24,21,7
2021-07-09 22:00:00,28.27,58.28,7.25,16.54,3.11,0.84,17.0,83.42,0.08,76.69,22,7
2021-07-09 23:00:00,25.54,52.48,9.46,18.45,3.8,0.77,16.67,86.8,0.1,180.03,23,7
2021-07-10 00:00:00,21.52,43.41,5.54,15.24,4.29,1.0,15.25,93.22,0.1,184.17,0,7
2021-07-10 01:00:00,18.78,37.62,2.82,11.93,3.8,1.0,18.0,98.93,0.06,108.97,1,7
2021-07-10 02:00:00,15.25,30.58,3.87,13.46,3.77,1.0,17.5,99.09,0.08,79.51,2,7
2021-07-10 03:00:00,11.33,22.59,2.04,12.58,3.65,1.0,17.0,98.28,0.09,202.01,3,7
2021-07-10 04:00:00,15.82,31.15,4.12,12.91,4.1,1.0,18.75,97.51,0.07,100.85,4,7
2021-07-10 05:00:00,13.93,27.2,6.32,13.29,4.31,1.0,19.0,96.57,0.09,64.9,5,7
2021-07-10 06:00:00,12.58,25.15,15.57,12.08,4.4,1.0,15.5,94.74,0.09,65.4,6,7
2021-07-10 07:00:00,15.26,30.62,22.42,11.12,3.72,1.0,16.75,95.19,0.09,65.21,7,7
2021-07-10 08:00:00,18.44,37.76,24.79,12.18,4.38,1.0,18.25,90.29,0.06,108.11,8,7
2021-07-10 09:00:00,19.9,41.3,19.14,16.77,4.83,1.0,16.25,84.21,0.06,139.07,9,7
2021-07-10 10:00:00,23.98,50.4,13.22,17.7,4.87,1.0,17.5,83.7,0.07,97.64,10,7
2021-07-10 11:00:00,33.96,72.83,23.96,20.02,4.5,1.0,18.0,93.79,0.07,83.91,11,7
2021-07-10 12:00:00,34.07,73.98,9.42,19.94,4.41,1.0,17.25,94.72,0.07,151.89,12,7
2021-07-10 13:00:00,47.25,112.28,10.71,17.86,4.43,1.0,17.25,93.64,0.04,89.56,13,7
2021-07-10 14:00:00,40.7,94.58,6.02,13.7,4.31,1.0,22.25,88.1,0.03,123.13,14,7
2021-07-10 15:00:00,17.14,35.32,6.56,13.31,4.24,1.0,21.75,82.22,0.05,73.52,15,7
2021-07-10 16:00:00,22.38,46.21,5.59,12.68,4.21,1.0,20.0,80.41,0.04,151.15,16,7
2021-07-10 17:00:00,18.0,36.94,7.37,12.66,4.09,1.0,22.5,79.42,0.06,98.05,17,7
2021-07-10 18:00:00,17.61,36.02,5.44,15.35,2.71,1.0,21.25,80.33,0.06,96.69,18,7
2021-07-10 19:00:00,20.29,40.95,8.41,17.53,3.56,1.0,17.0,83.87,0.06,133.51,19,7
2021-07-10 20:00:00,20.36,41.59,15.54,15.94,2.62,1.0,17.25,83.76,0.09,83.76,20,7
2021-07-10 21:00:00,35.38,70.8,14.03,17.11,2.88,1.0,18.0,83.56,0.09,71.71,21,7
2021-07-10 22:00:00,27.92,55.51,12.11,16.78,2.83,1.0,15.75,85.23,0.09,69.58,22,7
2021-07-10 23:00:00,27.41,53.95,4.86,14.62,2.85,1.0,19.0,87.26,0.16,77.63,23,7
2021-07-11 00:00:00,16.57,31.85,7.3,11.95,7.43,1.0,43.5,95.2,0.24,92.63,0,7
2021-07-11 01:00:00,10.08,19.31,6.96,12.16,8.01,1.0,36.5,97.44,0.12,94.11,1,7
2021-07-11 02:00:00,13.26,25.35,7.27,11.99,6.54,1.0,34.25,98.1,0.09,77.66,2,7
2021-07-11 03:00:00,15.12,28.9,4.15,10.9,5.18,1.0,37.75,98.1,0.09,127.85,3,7
2021-07-11 04:00:00,11.24,22.03,3.02,12.02,6.32,1.0,36.25,97.88,0.08,102.48,4,7
2021-07-11 05:00:00,14.01,27.3,3.66,10.56,7.07,1.0,37.0,97.53,0.08,120.24,5,7
2021-07-11 06:00:00,15.62,29.88,5.12,10.65,6.58,1.0,41.5,97.07,0.09,106.84,6,7
2021-07-11 07:00:00,11.88,22.84,16.12,12.0,7.36,1.0,38.25,96.79,0.08,73.9,7,7
2021-07-11 08:00:00,9.42,18.76,13.43,12.13,8.29,1.0,38.0,93.29,0.06,69.58,8,7
2021-07-11 09:00:00,13.48,27.88,9.54,13.04,7.48,1.0,44.0,90.15,0.11,206.45,9,7
